系列,年,地域,施設タイプ,客室稼働率
全施設,2020,神奈川県,リゾートホテル,42.7
全施設,2020,神奈川県,会社・団体の宿泊所,11.0
全施設,2020,神奈川県,全体,42.8
全施設,2020,神奈川県,旅館,29.4
全施設,2020,神奈川県,簡易宿所,41.6
全施設,2020,福井県,シティホテル,34.8
全施設,2020,福井県,ビジネスホテル,52.9
全施設,2020,福井県,リゾートホテル,36.6
全施設,2020,福井県,全体,35.7
全施設,2020,福井県,旅館,26.4
全施設,2020,福井県,簡易宿所,7.6
全施設,2020,福岡県,シティホテル,41.0
全施設,2020,福岡県,ビジネスホテル,39.0
全施設,2020,福岡県,リゾートホテル,21.0
全施設,2020,福岡県,会社・団体の宿泊所,12.8
全施設,2020,福岡県,全体,35.9
全施設,2020,福岡県,旅館,19.4
全施設,2020,福岡県,簡易宿所,15.6
全施設,2020,福島県,シティホテル,41.8
全施設,2020,福島県,ビジネスホテル,54.2
全施設,2020,福島県,リゾートホテル,28.7
全施設,2020,福島県,会社・団体の宿泊所,21.6
全施設,2020,福島県,全体,41.9
全施設,2020,福島県,旅館,34.2
全施設,2020,福島県,簡易宿所,20.7
全施設,2020,秋田県,シティホテル,48.2
全施設,2020,秋田県,ビジネスホテル,34.9
全施設,2020,秋田県,リゾートホテル,27.4
全施設,2020,秋田県,会社・団体の宿泊所,7.6
全施設,2020,秋田県,全体,31.2
全施設,2020,秋田県,旅館,25.1
全施設,2020,秋田県,簡易宿所,8.8
全施設,2020,群馬県,シティホテル,41.6
全施設,2020,群馬県,ビジネスホテル,49.7
全施設,2020,群馬県,リゾートホテル,25.9
全施設,2020,群馬県,会社・団体の宿泊所,20.5
全施設,2020,群馬県,全体,34.7
全施設,2020,群馬県,旅館,29.7
全施設,2020,群馬県,簡易宿所,8.5
全施設,2020,茨城県,シティホテル,34.4
全施設,2020,茨城県,ビジネスホテル,51.4
全施設,2020,茨城県,リゾートホテル,30.0
全施設,2020,茨城県,会社・団体の宿泊所,21.7
全施設,2020,茨城県,全体,42.4
全施設,2020,茨城県,旅館,20.0
全施設,2020,茨城県,簡易宿所,11.6
全施設,2020,長崎県,シティホテル,45.2
全施設,2020,長崎県,ビジネスホテル,47.9
全施設,2020,長崎県,リゾートホテル,30.6
全施設,2020,長崎県,会社・団体の宿泊所,16.2
全施設,2020,長崎県,全体,34.6
全施設,2020,長崎県,旅館,24.3
全施設,2020,長崎県,簡易宿所,8.6
全施設,2020,長野県,シティホテル,44.4
全施設,2020,長野県,ビジネスホテル,49.0
全施設,2020,長野県,リゾートホテル,25.1
全施設,2020,長野県,会社・団体の宿泊所,9.2
全施設,2020,長野県,全体,24.2
全施設,2020,長野県,旅館,15.6
全施設,2020,長野県,簡易宿所,7.7
全施設,2020,青森県,シティホテル,34.3
全施設,2020,青森県,ビジネスホテル,48.6
全施設,2020,青森県,リゾートホテル,27.8
全施設,2020,青森県,会社・団体の宿泊所,0.9
全施設,2020,青森県,全体,39.1
全施設,2020,青森県,旅館,26.6
全施設,2020,青森県,簡易宿所,15.1
全施設,2020,静岡県,シティホテル,37.9
全施設,2020,静岡県,ビジネスホテル,52.2
全施設,2020,静岡県,リゾートホテル,29.7
全施設,2020,静岡県,会社・団体の宿泊所,8.2
全施設,2020,静岡県,全体,38.0
全施設,2020,静岡県,旅館,31.0
全施設,2020,静岡県,簡易宿所,11.6
全施設,2020,香川県,シティホテル,45.1
全施設,2020,香川県,ビジネスホテル,43.0
全施設,2020,香川県,リゾートホテル,35.0
全施設,2020,香川県,会社・団体の宿泊所,7.3
全施設,2020,香川県,全体,35.3
全施設,2020,香川県,旅館,26.5
全施設,2020,香川県,簡易宿所,13.9
全施設,2020,高知県,シティホテル,46.4
全施設,2020,高知県,ビジネスホテル,45.8
全施設,2020,高知県,リゾートホテル,34.7
全施設,2020,高知県,全体,33.9
全施設,2020,高知県,旅館,23.2
全施設,2020,高知県,簡易宿所,8.0
全施設,2020,鳥取県,シティホテル,46.2
全施設,2020,鳥取県,ビジネスホテル,50.1
全施設,2020,鳥取県,リゾートホテル,25.6
全施設,2020,鳥取県,会社・団体の宿泊所,11.2
全施設,2020,鳥取県,全体,39.2
全施設,2020,鳥取県,旅館,32.4
全施設,2020,鳥取県,簡易宿所,10.9
全施設,2020,鹿児島県,シティホテル,41.4
全施設,2020,鹿児島県,ビジネスホテル,46.5
全施設,2020,鹿児島県,リゾートホテル,29.6
全施設,2020,鹿児島県,会社・団体の宿泊所,23.6
全施設,2020,鹿児島県,全体,35.7
全施設,2020,鹿児島県,旅館,24.3
全施設,2020,鹿児島県,簡易宿所,14.5
全施設,2021,三重県,シティホテル,36.6
全施設,2021,三重県,ビジネスホテル,48.5
全施設,2021,三重県,リゾートホテル,29.7
全施設,2021,三重県,会社・団体の宿泊所,13.3
全施設,2021,三重県,全体,36.8
全施設,2021,三重県,旅館,24.5
全施設,2021,三重県,簡易宿所,9.6
全施設,2021,京都府,シティホテル,23.6
全施設,2021,京都府,ビジネスホテル,31.8
全施設,2021,京都府,リゾートホテル,21.7
全施設,2021,京都府,会社・団体の宿泊所,5.0
全施設,2021,京都府,全体,24.4
全施設,2021,京都府,旅館,16.2
全施設,2021,京都府,簡易宿所,13.8
全施設,2021,佐賀県,シティホテル,39.5
全施設,2021,佐賀県,ビジネスホテル,55.0
全施設,2021,佐賀県,リゾートホテル,31.8
全施設,2021,佐賀県,会社・団体の宿泊所,13.8
全施設,2021,佐賀県,全体,37.5
全施設,2021,佐賀県,旅館,28.0
全施設,2021,佐賀県,簡易宿所,10.3
全施設,2021,全国,シティホテル,33.6
全施設,2021,全国,ビジネスホテル,44.3
全施設,2021,全国,リゾートホテル,27.3
全施設,2021,全国,会社・団体の宿泊所,12.7
全施設,2021,全国,全体,34.3
全施設,2021,全国,旅館,22.8
全施設,2021,全国,簡易宿所,16.6
全施設,2021,兵庫県,シティホテル,42.7
全施設,2021,兵庫県,ビジネスホテル,44.0
全施設,2021,兵庫県,リゾートホテル,35.1
全施設,2021,兵庫県,会社・団体の宿泊所,18.6
全施設,2021,兵庫県,全体,34.7
全施設,2021,兵庫県,旅館,21.5
全施設,2021,兵庫県,簡易宿所,12.2
全施設,2021,北海道,シティホテル,31.5
全施設,2021,北海道,ビジネスホテル,45.0
全施設,2021,北海道,リゾートホテル,18.5
全施設,2021,北海道,会社・団体の宿泊所,12.4
全施設,2021,北海道,全体,32.7
全施設,2021,北海道,旅館,24.5
全施設,2021,北海道,簡易宿所,12.1
全施設,2021,千葉県,シティホテル,43.8
全施設,2021,千葉県,ビジネスホテル,42.2
全施設,2021,千葉県,リゾートホテル,37.4
全施設,2021,千葉県,会社・団体の宿泊所,15.4
全施設,2021,千葉県,全体,36.5
全施設,2021,千葉県,旅館,25.0
全施設,2021,千葉県,簡易宿所,15.8
全施設,2021,和歌山県,シティホテル,60.8
全施設,2021,和歌山県,ビジネスホテル,55.4
全施設,2021,和歌山県,リゾートホテル,35.8
全施設,2021,和歌山県,会社・団体の宿泊所,29.5
全施設,2021,和歌山県,全体,35.1
全施設,2021,和歌山県,旅館,24.9
全施設,2021,和歌山県,簡易宿所,20.0
全施設,2021,埼玉県,シティホテル,45.5
全施設,2021,埼玉県,ビジネスホテル,49.4
全施設,2021,埼玉県,リゾートホテル,26.6
全施設,2021,埼玉県,会社・団体の宿泊所,6.7
全施設,2021,埼玉県,全体,43.7
全施設,2021,埼玉県,旅館,21.2
全施設,2021,埼玉県,簡易宿所,26.5
全施設,2021,大分県,シティホテル,54.0
全施設,2021,大分県,ビジネスホテル,44.6
全施設,2021,大分県,リゾートホテル,25.7
全施設,2021,大分県,会社・団体の宿泊所,12.9
全施設,2021,大分県,全体,32.9
全施設,2021,大分県,旅館,24.8
全施設,2021,大分県,簡易宿所,9.6
全施設,2021,大阪府,シティホテル,27.1
全施設,2021,大阪府,ビジネスホテル,26.7
全施設,2021,大阪府,リゾートホテル,32.4
全施設,2021,大阪府,会社・団体の宿泊所,13.4
全施設,2021,大阪府,全体,26.7
全施設,2021,大阪府,旅館,16.4
全施設,2021,大阪府,簡易宿所,19.8
全施設,2021,奈良県,シティホテル,36.1
全施設,2021,奈良県,ビジネスホテル,35.9
全施設,2021,奈良県,リゾートホテル,44.4
全施設,2021,奈良県,会社・団体の宿泊所,0.0
全施設,2021,奈良県,全体,26.9
全施設,2021,奈良県,旅館,16.1
全施設,2021,奈良県,簡易宿所,16.2
全施設,2021,宮城県,シティホテル,37.7
全施設,2021,宮城県,ビジネスホテル,47.6
全施設,2021,宮城県,リゾートホテル,23.6
全施設,2021,宮城県,会社・団体の宿泊所,7.0
全施設,2021,宮城県,全体,39.1
全施設,2021,宮城県,旅館,26.1
全施設,2021,宮城県,簡易宿所,28.2
全施設,2021,宮崎県,シティホテル,41.1
全施設,2021,宮崎県,ビジネスホテル,53.8
全施設,2021,宮崎県,リゾートホテル,27.2
全施設,2021,宮崎県,会社・団体の宿泊所,31.7
全施設,2021,宮崎県,全体,43.0
全施設,2021,宮崎県,旅館,28.0
全施設,2021,宮崎県,簡易宿所,11.0
全施設,2021,富山県,シティホテル,34.5
全施設,2021,富山県,ビジネスホテル,42.5
全施設,2021,富山県,リゾートホテル,19.9
全施設,2021,富山県,会社・団体の宿泊所,8.3
全施設,2021,富山県,全体,35.0
全施設,2021,富山県,旅館,23.7
全施設,2021,富山県,簡易宿所,10.9
全施設,2021,山口県,シティホテル,43.2
全施設,2021,山口県,ビジネスホテル,57.7
全施設,2021,山口県,リゾートホテル,39.4
全施設,2021,山口県,会社・団体の宿泊所,6.0
全施設,2021,山口県,全体,48.2
全施設,2021,山口県,旅館,28.3
全施設,2021,山口県,簡易宿所,23.0
全施設,2021,山形県,シティホテル,47.7
全施設,2021,山形県,ビジネスホテル,50.7
全施設,2021,山形県,リゾートホテル,24.0
全施設,2021,山形県,会社・団体の宿泊所,45.7
全施設,2021,山形県,全体,36.2
全施設,2021,山形県,旅館,23.3
全施設,2021,山形県,簡易宿所,9.4
全施設,2021,山梨県,シティホテル,40.6
全施設,2021,山梨県,ビジネスホテル,49.2
全施設,2021,山梨県,リゾートホテル,27.4
全施設,2021,山梨県,会社・団体の宿泊所,6.8
全施設,2021,山梨県,全体,26.2
全施設,2021,山梨県,旅館,15.7
全施設,2021,山梨県,簡易宿所,11.8
全施設,2021,岐阜県,シティホテル,33.5
全施設,2021,岐阜県,ビジネスホテル,55.6
全施設,2021,岐阜県,リゾートホテル,21.7
全施設,2021,岐阜県,会社・団体の宿泊所,6.8
全施設,2021,岐阜県,全体,32.7
全施設,2021,岐阜県,旅館,19.9
全施設,2021,岐阜県,簡易宿所,13.4
全施設,2021,岡山県,シティホテル,41.3
全施設,2021,岡山県,ビジネスホテル,52.3
全施設,2021,岡山県,リゾートホテル,12.0
全施設,2021,岡山県,会社・団体の宿泊所,2.2
全施設,2021,岡山県,全体,39.1
全施設,2021,岡山県,旅館,20.2
全施設,2021,岡山県,簡易宿所,12.9
全施設,2021,岩手県,シティホテル,58.0
全施設,2021,岩手県,ビジネスホテル,56.8
全施設,2021,岩手県,リゾートホテル,29.0
全施設,2021,岩手県,会社・団体の宿泊所,30.0
全施設,2021,岩手県,全体,44.0
全施設,2021,岩手県,旅館,29.9
全施設,2021,岩手県,簡易宿所,17.0
全施設,2021,島根県,シティホテル,52.2
全施設,2021,島根県,ビジネスホテル,62.8
全施設,2021,島根県,リゾートホテル,39.0
全施設,2021,島根県,会社・団体の宿泊所,22.3
全施設,2021,島根県,全体,49.4
全施設,2021,島根県,旅館,34.9
全施設,2021,島根県,簡易宿所,18.6
全施設,2021,広島県,シティホテル,39.7
全施設,2021,広島県,ビジネスホテル,47.2
全施設,2021,広島県,リゾートホテル,31.1
全施設,2021,広島県,会社・団体の宿泊所,13.7
全施設,2021,広島県,全体,38.2
全施設,2021,広島県,旅館,22.0
全施設,2021,広島県,簡易宿所,10.3
全施設,2021,徳島県,シティホテル,39.9
全施設,2021,徳島県,ビジネスホテル,52.5
全施設,2021,徳島県,リゾートホテル,41.9
全施設,2021,徳島県,会社・団体の宿泊所,3.9
全施設,2021,徳島県,全体,39.2
全施設,2021,徳島県,旅館,24.2
全施設,2021,徳島県,簡易宿所,16.1
全施設,2021,愛媛県,シティホテル,38.4
全施設,2021,愛媛県,ビジネスホテル,48.2
全施設,2021,愛媛県,リゾートホテル,32.8
全施設,2021,愛媛県,会社・団体の宿泊所,11.9
全施設,2021,愛媛県,全体,35.9
全施設,2021,愛媛県,旅館,22.0
全施設,2021,愛媛県,簡易宿所,13.2
全施設,2021,愛知県,シティホテル,35.4
全施設,2021,愛知県,ビジネスホテル,43.1
全施設,2021,愛知県,リゾートホテル,29.8
全施設,2021,愛知県,会社・団体の宿泊所,23.3
全施設,2021,愛知県,全体,38.2
全施設,2021,愛知県,旅館,20.2
全施設,2021,愛知県,簡易宿所,18.3
全施設,2021,新潟県,シティホテル,42.7
全施設,2021,新潟県,ビジネスホテル,57.0
全施設,2021,新潟県,リゾートホテル,15.7
全施設,2021,新潟県,会社・団体の宿泊所,25.8
全施設,2021,新潟県,全体,33.6
全施設,2021,新潟県,旅館,20.9
全施設,2021,新潟県,簡易宿所,14.1
全施設,2021,東京都,シティホテル,29.6
全施設,2021,東京都,ビジネスホテル,41.8
全施設,2021,東京都,リゾートホテル,16.3
全施設,2021,東京都,会社・団体の宿泊所,24.3
全施設,2021,東京都,全体,36.0
全施設,2021,東京都,旅館,26.4
全施設,2021,東京都,簡易宿所,26.6
全施設,2021,栃木県,シティホテル,37.4
全施設,2021,栃木県,ビジネスホテル,51.2
全施設,2021,栃木県,リゾートホテル,30.9
全施設,2021,栃木県,会社・団体の宿泊所,15.3
全施設,2021,栃木県,全体,36.8
全施設,2021,栃木県,旅館,26.7
全施設,2021,栃木県,簡易宿所,12.0
全施設,2021,沖縄県,シティホテル,30.2
全施設,2021,沖縄県,ビジネスホテル,33.6
全施設,2021,沖縄県,リゾートホテル,25.9
全施設,2021,沖縄県,会社・団体の宿泊所,8.8
全施設,2021,沖縄県,全体,25.2
全施設,2021,沖縄県,旅館,10.7
全施設,2021,沖縄県,簡易宿所,16.0
全施設,2021,滋賀県,シティホテル,39.6
全施設,2021,滋賀県,ビジネスホテル,51.7
全施設,2021,滋賀県,リゾートホテル,33.1
全施設,2021,滋賀県,会社・団体の宿泊所,2.0
全施設,2021,滋賀県,全体,35.2
全施設,2021,滋賀県,旅館,23.3
全施設,2021,滋賀県,簡易宿所,8.1
全施設,2021,熊本県,シティホテル,46.3
全施設,2021,熊本県,ビジネスホテル,48.5
全施設,2021,熊本県,リゾートホテル,20.9
全施設,2021,熊本県,会社・団体の宿泊所,11.2
全施設,2021,熊本県,全体,36.3
全施設,2021,熊本県,旅館,25.8
全施設,2021,熊本県,簡易宿所,14.5
全施設,2021,石川県,シティホテル,33.5
全施設,2021,石川県,ビジネスホテル,38.8
全施設,2021,石川県,リゾートホテル,24.9
全施設,2021,石川県,会社・団体の宿泊所,18.3
全施設,2021,石川県,全体,30.8
全施設,2021,石川県,旅館,22.7
全施設,2021,石川県,簡易宿所,11.6
全施設,2021,神奈川県,シティホテル,40.6
全施設,2021,神奈川県,ビジネスホテル,52.3
全施設,2021,神奈川県,リゾートホテル,39.7
全施設,2021,神奈川県,会社・団体の宿泊所,11.9
全施設,2021,神奈川県,全体,41.9
全施設,2021,神奈川県,旅館,23.3
全施設,2021,神奈川県,簡易宿所,37.0
全施設,2021,福井県,シティホテル,37.4
全施設,2021,福井県,ビジネスホテル,60.6
全施設,2021,福井県,リゾートホテル,40.6
全施設,2021,福井県,会社・団体の宿泊所,0.0
全施設,2021,福井県,全体,36.0
全施設,2021,福井県,旅館,19.6
全施設,2021,福井県,簡易宿所,13.7
全施設,2021,福岡県,シティホテル,39.8
全施設,2021,福岡県,ビジネスホテル,37.4
全施設,2021,福岡県,リゾートホテル,19.3
全施設,2021,福岡県,会社・団体の宿泊所,9.3
全施設,2021,福岡県,全体,34.3
全施設,2021,福岡県,旅館,19.9
全施設,2021,福岡県,簡易宿所,12.9
全施設,2021,福島県,シティホテル,54.9
全施設,2021,福島県,ビジネスホテル,57.8
全施設,2021,福島県,リゾートホテル,28.6
全施設,2021,福島県,会社・団体の宿泊所,10.6
全施設,2021,福島県,全体,39.7
全施設,2021,福島県,旅館,24.4
全施設,2021,福島県,簡易宿所,19.6
全施設,2021,秋田県,シティホテル,55.2
全施設,2021,秋田県,ビジネスホテル,50.2
全施設,2021,秋田県,リゾートホテル,33.5
全施設,2021,秋田県,会社・団体の宿泊所,9.0
全施設,2021,秋田県,全体,39.5
全施設,2021,秋田県,旅館,28.5
全施設,2021,秋田県,簡易宿所,11.3
全施設,2021,群馬県,シティホテル,37.4
全施設,2021,群馬県,ビジネスホテル,55.6
全施設,2021,群馬県,リゾートホテル,24.0
全施設,2021,群馬県,会社・団体の宿泊所,12.1
全施設,2021,群馬県,全体,33.6
全施設,2021,群馬県,旅館,26.3
全施設,2021,群馬県,簡易宿所,7.9
全施設,2021,茨城県,シティホテル,41.1
全施設,2021,茨城県,ビジネスホテル,49.9
全施設,2021,茨城県,リゾートホテル,34.0
全施設,2021,茨城県,会社・団体の宿泊所,8.3
全施設,2021,茨城県,全体,41.7
全施設,2021,茨城県,旅館,18.2
全施設,2021,茨城県,簡易宿所,5.2
全施設,2021,長崎県,シティホテル,41.6
全施設,2021,長崎県,ビジネスホテル,49.5
全施設,2021,長崎県,リゾートホテル,27.9
全施設,2021,長崎県,会社・団体の宿泊所,6.5
全施設,2021,長崎県,全体,35.3
全施設,2021,長崎県,旅館,21.0
全施設,2021,長崎県,簡易宿所,8.9
全施設,2021,長野県,シティホテル,48.4
全施設,2021,長野県,ビジネスホテル,53.6
全施設,2021,長野県,リゾートホテル,21.4
全施設,2021,長野県,会社・団体の宿泊所,8.1
全施設,2021,長野県,全体,24.5
全施設,2021,長野県,旅館,15.0
全施設,2021,長野県,簡易宿所,8.7
全施設,2021,青森県,シティホテル,41.9
全施設,2021,青森県,ビジネスホテル,58.3
全施設,2021,青森県,リゾートホテル,20.3
全施設,2021,青森県,全体,45.3
全施設,2021,青森県,旅館,23.6
全施設,2021,青森県,簡易宿所,16.8
全施設,2021,静岡県,シティホテル,42.1
全施設,2021,静岡県,ビジネスホテル,52.2
全施設,2021,静岡県,リゾートホテル,26.8
全施設,2021,静岡県,会社・団体の宿泊所,10.3
全施設,2021,静岡県,全体,36.6
全施設,2021,静岡県,旅館,28.4
全施設,2021,静岡県,簡易宿所,15.6
全施設,2021,香川県,シティホテル,43.1
全施設,2021,香川県,ビジネスホテル,47.0
全施設,2021,香川県,リゾートホテル,29.9
全施設,2021,香川県,会社・団体の宿泊所,3.9
全施設,2021,香川県,全体,34.7
全施設,2021,香川県,旅館,24.1
全施設,2021,香川県,簡易宿所,9.9
全施設,2021,高知県,シティホテル,42.8
全施設,2021,高知県,ビジネスホテル,50.3
全施設,2021,高知県,リゾートホテル,30.8
全施設,2021,高知県,全体,34.6
全施設,2021,高知県,旅館,23.5
全施設,2021,高知県,簡易宿所,9.2
全施設,2021,鳥取県,シティホテル,53.9
全施設,2021,鳥取県,ビジネスホテル,53.9
全施設,2021,鳥取県,リゾートホテル,25.4
全施設,2021,鳥取県,会社・団体の宿泊所,4.3
全施設,2021,鳥取県,全体,41.9
全施設,2021,鳥取県,旅館,28.1
全施設,2021,鳥取県,簡易宿所,10.3
全施設,2021,鹿児島県,シティホテル,37.9
全施設,2021,鹿児島県,ビジネスホテル,45.2
全施設,2021,鹿児島県,リゾートホテル,28.0
全施設,2021,鹿児島県,会社・団体の宿泊所,19.0
全施設,2021,鹿児島県,全体,35.7
全施設,2021,鹿児島県,旅館,26.5
全施設,2021,鹿児島県,簡易宿所,17.2
全施設,2022,三重県,シティホテル,66.4
全施設,2022,三重県,ビジネスホテル,62.1
全施設,2022,三重県,リゾートホテル,45.3
全施設,2022,三重県,会社・団体の宿泊所,16.2
全施設,2022,三重県,全体,49.9
全施設,2022,三重県,旅館,36.0
全施設,2022,三重県,簡易宿所,21.8
全施設,2022,京都府,シティホテル,44.1
全施設,2022,京都府,ビジネスホテル,49.6
全施設,2022,京都府,リゾートホテル,38.7
全施設,2022,京都府,会社・団体の宿泊所,25.5
全施設,2022,京都府,全体,41.1
全施設,2022,京都府,旅館,31.5
全施設,2022,京都府,簡易宿所,21.5
全施設,2022,佐賀県,シティホテル,61.8
全施設,2022,佐賀県,ビジネスホテル,50.8
全施設,2022,佐賀県,リゾートホテル,40.7
全施設,2022,佐賀県,会社・団体の宿泊所,19.1
全施設,2022,佐賀県,全体,43.4
全施設,2022,佐賀県,旅館,41.5
全施設,2022,佐賀県,簡易宿所,12.6
全施設,2022,全国,シティホテル,50.1
全施設,2022,全国,ビジネスホテル,56.7
全施設,2022,全国,リゾートホテル,43.4
全施設,2022,全国,会社・団体の宿泊所,18.4
全施設,2022,全国,全体,46.6
全施設,2022,全国,旅館,33.1
全施設,2022,全国,簡易宿所,21.2
全施設,2022,兵庫県,シティホテル,61.5
全施設,2022,兵庫県,ビジネスホテル,58.9
全施設,2022,兵庫県,リゾートホテル,48.9
全施設,2022,兵庫県,会社・団体の宿泊所,20.7
全施設,2022,兵庫県,全体,48.0
全施設,2022,兵庫県,旅館,32.9
全施設,2022,兵庫県,簡易宿所,14.3
全施設,2022,北海道,シティホテル,53.3
全施設,2022,北海道,ビジネスホテル,60.6
全施設,2022,北海道,リゾートホテル,30.0
全施設,2022,北海道,会社・団体の宿泊所,18.6
全施設,2022,北海道,全体,46.9
全施設,2022,北海道,旅館,36.7
全施設,2022,北海道,簡易宿所,16.2
全施設,2022,千葉県,シティホテル,51.9
全施設,2022,千葉県,ビジネスホテル,58.0
全施設,2022,千葉県,リゾートホテル,63.9
全施設,2022,千葉県,会社・団体の宿泊所,13.6
全施設,2022,千葉県,全体,52.7
全施設,2022,千葉県,旅館,35.4
全施設,2022,千葉県,簡易宿所,18.8
全施設,2022,和歌山県,シティホテル,64.5
全施設,2022,和歌山県,ビジネスホテル,64.4
全施設,2022,和歌山県,リゾートホテル,45.0
全施設,2022,和歌山県,会社・団体の宿泊所,39.2
全施設,2022,和歌山県,全体,40.0
全施設,2022,和歌山県,旅館,26.7
全施設,2022,和歌山県,簡易宿所,22.2
全施設,2022,埼玉県,シティホテル,66.6
全施設,2022,埼玉県,ビジネスホテル,59.2
全施設,2022,埼玉県,リゾートホテル,34.6
全施設,2022,埼玉県,会社・団体の宿泊所,9.0
全施設,2022,埼玉県,全体,54.5
全施設,2022,埼玉県,旅館,23.3
全施設,2022,埼玉県,簡易宿所,23.3
全施設,2022,大分県,シティホテル,76.8
全施設,2022,大分県,ビジネスホテル,55.2
全施設,2022,大分県,リゾートホテル,46.2
全施設,2022,大分県,会社・団体の宿泊所,13.6
全施設,2022,大分県,全体,45.9
全施設,2022,大分県,旅館,38.6
全施設,2022,大分県,簡易宿所,19.4
全施設,2022,大阪府,シティホテル,45.1
全施設,2022,大阪府,ビジネスホテル,44.8
全施設,2022,大阪府,リゾートホテル,52.3
全施設,2022,大阪府,会社・団体の宿泊所,12.6
全施設,2022,大阪府,全体,44.2
全施設,2022,大阪府,旅館,27.4
全施設,2022,大阪府,簡易宿所,34.2
全施設,2022,奈良県,シティホテル,52.9
全施設,2022,奈良県,ビジネスホテル,34.0
全施設,2022,奈良県,リゾートホテル,62.0
全施設,2022,奈良県,会社・団体の宿泊所,6.5
全施設,2022,奈良県,全体,34.5
全施設,2022,奈良県,旅館,25.4
全施設,2022,奈良県,簡易宿所,24.6
全施設,2022,宮城県,シティホテル,54.1
全施設,2022,宮城県,ビジネスホテル,58.8
全施設,2022,宮城県,リゾートホテル,38.7
全施設,2022,宮城県,会社・団体の宿泊所,8.6
全施設,2022,宮城県,全体,51.2
全施設,2022,宮城県,旅館,40.0
全施設,2022,宮城県,簡易宿所,37.2
全施設,2022,宮崎県,シティホテル,61.8
全施設,2022,宮崎県,ビジネスホテル,62.6
全施設,2022,宮崎県,リゾートホテル,30.1
全施設,2022,宮崎県,会社・団体の宿泊所,37.2
全施設,2022,宮崎県,全体,50.1
全施設,2022,宮崎県,旅館,41.0
全施設,2022,宮崎県,簡易宿所,10.2
全施設,2022,富山県,シティホテル,57.9
全施設,2022,富山県,ビジネスホテル,52.7
全施設,2022,富山県,リゾートホテル,36.9
全施設,2022,富山県,会社・団体の宿泊所,26.0
全施設,2022,富山県,全体,45.5
全施設,2022,富山県,旅館,32.1
全施設,2022,富山県,簡易宿所,13.9
全施設,2022,山口県,シティホテル,60.7
全施設,2022,山口県,ビジネスホテル,64.7
全施設,2022,山口県,リゾートホテル,45.3
全施設,2022,山口県,会社・団体の宿泊所,16.0
全施設,2022,山口県,全体,56.5
全施設,2022,山口県,旅館,36.2
全施設,2022,山口県,簡易宿所,15.3
全施設,2022,山形県,シティホテル,60.0
全施設,2022,山形県,ビジネスホテル,56.7
全施設,2022,山形県,リゾートホテル,36.1
全施設,2022,山形県,会社・団体の宿泊所,47.7
全施設,2022,山形県,全体,43.0
全施設,2022,山形県,旅館,30.9
全施設,2022,山形県,簡易宿所,14.3
全施設,2022,山梨県,シティホテル,43.4
全施設,2022,山梨県,ビジネスホテル,56.1
全施設,2022,山梨県,リゾートホテル,47.0
全施設,2022,山梨県,会社・団体の宿泊所,19.5
全施設,2022,山梨県,全体,36.5
全施設,2022,山梨県,旅館,26.3
全施設,2022,山梨県,簡易宿所,18.2
全施設,2022,岐阜県,シティホテル,39.1
全施設,2022,岐阜県,ビジネスホテル,56.5
全施設,2022,岐阜県,リゾートホテル,35.0
全施設,2022,岐阜県,会社・団体の宿泊所,19.3
全施設,2022,岐阜県,全体,40.8
全施設,2022,岐阜県,旅館,33.0
全施設,2022,岐阜県,簡易宿所,13.3
全施設,2022,岡山県,シティホテル,52.9
全施設,2022,岡山県,ビジネスホテル,59.8
全施設,2022,岡山県,リゾートホテル,33.8
全施設,2022,岡山県,会社・団体の宿泊所,6.3
全施設,2022,岡山県,全体,48.6
全施設,2022,岡山県,旅館,24.5
全施設,2022,岡山県,簡易宿所,18.9
全施設,2022,岩手県,シティホテル,65.3
全施設,2022,岩手県,ビジネスホテル,62.8
全施設,2022,岩手県,リゾートホテル,38.0
全施設,2022,岩手県,会社・団体の宿泊所,25.3
全施設,2022,岩手県,全体,49.4
全施設,2022,岩手県,旅館,32.9
全施設,2022,岩手県,簡易宿所,22.2
全施設,2022,島根県,シティホテル,59.9
全施設,2022,島根県,ビジネスホテル,67.5
全施設,2022,島根県,リゾートホテル,45.2
全施設,2022,島根県,全体,53.1
全施設,2022,島根県,旅館,41.6
全施設,2022,島根県,簡易宿所,10.8
全施設,2022,広島県,シティホテル,56.5
全施設,2022,広島県,ビジネスホテル,57.7
全施設,2022,広島県,リゾートホテル,47.7
全施設,2022,広島県,会社・団体の宿泊所,18.4
全施設,2022,広島県,全体,50.9
全施設,2022,広島県,旅館,32.8
全施設,2022,広島県,簡易宿所,17.6
全施設,2022,徳島県,シティホテル,49.8
全施設,2022,徳島県,ビジネスホテル,53.9
全施設,2022,徳島県,リゾートホテル,56.3
全施設,2022,徳島県,会社・団体の宿泊所,19.4
全施設,2022,徳島県,全体,43.9
全施設,2022,徳島県,旅館,32.4
全施設,2022,徳島県,簡易宿所,18.9
全施設,2022,愛媛県,シティホテル,54.6
全施設,2022,愛媛県,ビジネスホテル,57.8
全施設,2022,愛媛県,リゾートホテル,56.8
全施設,2022,愛媛県,会社・団体の宿泊所,19.6
全施設,2022,愛媛県,全体,47.3
全施設,2022,愛媛県,旅館,37.2
全施設,2022,愛媛県,簡易宿所,11.7
全施設,2022,愛知県,シティホテル,38.2
全施設,2022,愛知県,ビジネスホテル,59.8
全施設,2022,愛知県,リゾートホテル,34.2
