系列,年,地域,施設タイプ,客室稼働率
従業者10人以上,2013,福井県,リゾートホテル,40.6
従業者10人以上,2013,福井県,会社・団体の宿泊所,32.6
従業者10人以上,2013,福井県,全体,55.3
従業者10人以上,2013,福井県,旅館,46.0
従業者10人以上,2013,福岡県,シティホテル,75.9
従業者10人以上,2013,福岡県,ビジネスホテル,72.8
従業者10人以上,2013,福岡県,リゾートホテル,58.7
従業者10人以上,2013,福岡県,会社・団体の宿泊所,36.8
従業者10人以上,2013,福岡県,全体,69.6
従業者10人以上,2013,福岡県,旅館,38.9
従業者10人以上,2013,福島県,シティホテル,72.3
従業者10人以上,2013,福島県,ビジネスホテル,78.5
従業者10人以上,2013,福島県,リゾートホテル,38.7
従業者10人以上,2013,福島県,会社・団体の宿泊所,22.5
従業者10人以上,2013,福島県,全体,60.4
従業者10人以上,2013,福島県,旅館,46.2
従業者10人以上,2013,秋田県,シティホテル,62.2
従業者10人以上,2013,秋田県,ビジネスホテル,62.3
従業者10人以上,2013,秋田県,リゾートホテル,43.2
従業者10人以上,2013,秋田県,会社・団体の宿泊所,35.2
従業者10人以上,2013,秋田県,全体,54.4
従業者10人以上,2013,秋田県,旅館,42.8
従業者10人以上,2013,群馬県,シティホテル,63.9
従業者10人以上,2013,群馬県,ビジネスホテル,67.2
従業者10人以上,2013,群馬県,リゾートホテル,53.7
従業者10人以上,2013,群馬県,会社・団体の宿泊所,32.8
従業者10人以上,2013,群馬県,全体,60.1
従業者10人以上,2013,群馬県,旅館,56.0
従業者10人以上,2013,茨城県,シティホテル,64.8
従業者10人以上,2013,茨城県,ビジネスホテル,66.4
従業者10人以上,2013,茨城県,リゾートホテル,66.5
従業者10人以上,2013,茨城県,会社・団体の宿泊所,48.9
従業者10人以上,2013,茨城県,全体,61.3
従業者10人以上,2013,茨城県,旅館,39.2
従業者10人以上,2013,長崎県,シティホテル,64.6
従業者10人以上,2013,長崎県,ビジネスホテル,71.3
従業者10人以上,2013,長崎県,リゾートホテル,58.2
従業者10人以上,2013,長崎県,会社・団体の宿泊所,31.2
従業者10人以上,2013,長崎県,全体,63.5
従業者10人以上,2013,長崎県,旅館,48.6
従業者10人以上,2013,長野県,シティホテル,72.2
従業者10人以上,2013,長野県,ビジネスホテル,68.1
従業者10人以上,2013,長野県,リゾートホテル,42.1
従業者10人以上,2013,長野県,会社・団体の宿泊所,28.9
従業者10人以上,2013,長野県,全体,51.6
従業者10人以上,2013,長野県,旅館,44.5
従業者10人以上,2013,青森県,シティホテル,50.8
従業者10人以上,2013,青森県,ビジネスホテル,63.1
従業者10人以上,2013,青森県,リゾートホテル,41.0
従業者10人以上,2013,青森県,会社・団体の宿泊所,14.7
従業者10人以上,2013,青森県,全体,56.3
従業者10人以上,2013,青森県,旅館,48.0
従業者10人以上,2013,静岡県,シティホテル,63.2
従業者10人以上,2013,静岡県,ビジネスホテル,66.2
従業者10人以上,2013,静岡県,リゾートホテル,51.5
従業者10人以上,2013,静岡県,会社・団体の宿泊所,38.7
従業者10人以上,2013,静岡県,全体,58.1
従業者10人以上,2013,静岡県,旅館,54.4
従業者10人以上,2013,香川県,シティホテル,62.4
従業者10人以上,2013,香川県,ビジネスホテル,67.2
従業者10人以上,2013,香川県,リゾートホテル,57.1
従業者10人以上,2013,香川県,会社・団体の宿泊所,35.0
従業者10人以上,2013,香川県,全体,61.3
従業者10人以上,2013,香川県,旅館,51.2
従業者10人以上,2013,高知県,シティホテル,61.6
従業者10人以上,2013,高知県,ビジネスホテル,61.4
従業者10人以上,2013,高知県,リゾートホテル,44.6
従業者10人以上,2013,高知県,会社・団体の宿泊所,0.0
従業者10人以上,2013,高知県,全体,57.0
従業者10人以上,2013,高知県,旅館,48.8
従業者10人以上,2013,鳥取県,シティホテル,69.6
従業者10人以上,2013,鳥取県,ビジネスホテル,71.0
従業者10人以上,2013,鳥取県,リゾートホテル,37.3
従業者10人以上,2013,鳥取県,会社・団体の宿泊所,0.0
従業者10人以上,2013,鳥取県,全体,60.6
従業者10人以上,2013,鳥取県,旅館,51.8
従業者10人以上,2013,鹿児島県,シティホテル,64.9
従業者10人以上,2013,鹿児島県,ビジネスホテル,67.0
従業者10人以上,2013,鹿児島県,リゾートホテル,41.0
従業者10人以上,2013,鹿児島県,会社・団体の宿泊所,42.3
従業者10人以上,2013,鹿児島県,全体,60.3
従業者10人以上,2013,鹿児島県,旅館,52.2
従業者10人以上,2014,三重県,シティホテル,68.6
従業者10人以上,2014,三重県,ビジネスホテル,63.2
従業者10人以上,2014,三重県,リゾートホテル,49.5
従業者10人以上,2014,三重県,会社・団体の宿泊所,39.6
従業者10人以上,2014,三重県,全体,58.2
従業者10人以上,2014,三重県,旅館,54.0
従業者10人以上,2014,京都府,シティホテル,82.3
従業者10人以上,2014,京都府,ビジネスホテル,82.8
従業者10人以上,2014,京都府,リゾートホテル,56.0
従業者10人以上,2014,京都府,会社・団体の宿泊所,61.7
従業者10人以上,2014,京都府,全体,76.5
従業者10人以上,2014,京都府,旅館,57.4
従業者10人以上,2014,佐賀県,シティホテル,51.5
従業者10人以上,2014,佐賀県,ビジネスホテル,68.5
従業者10人以上,2014,佐賀県,リゾートホテル,58.2
従業者10人以上,2014,佐賀県,会社・団体の宿泊所,8.7
従業者10人以上,2014,佐賀県,全体,60.5
従業者10人以上,2014,佐賀県,旅館,51.4
従業者10人以上,2014,全国,シティホテル,77.5
従業者10人以上,2014,全国,ビジネスホテル,75.3
従業者10人以上,2014,全国,リゾートホテル,56.7
従業者10人以上,2014,全国,会社・団体の宿泊所,44.0
従業者10人以上,2014,全国,全体,68.4
従業者10人以上,2014,全国,旅館,51.9
従業者10人以上,2014,兵庫県,シティホテル,74.3
従業者10人以上,2014,兵庫県,ビジネスホテル,76.7
従業者10人以上,2014,兵庫県,リゾートホテル,54.1
従業者10人以上,2014,兵庫県,会社・団体の宿泊所,38.8
従業者10人以上,2014,兵庫県,全体,65.9
従業者10人以上,2014,兵庫県,旅館,56.2
従業者10人以上,2014,北海道,シティホテル,72.6
従業者10人以上,2014,北海道,ビジネスホテル,72.1
従業者10人以上,2014,北海道,リゾートホテル,47.8
従業者10人以上,2014,北海道,会社・団体の宿泊所,56.6
従業者10人以上,2014,北海道,全体,65.4
従業者10人以上,2014,北海道,旅館,58.3
従業者10人以上,2014,千葉県,シティホテル,79.2
従業者10人以上,2014,千葉県,ビジネスホテル,75.3
従業者10人以上,2014,千葉県,リゾートホテル,82.6
従業者10人以上,2014,千葉県,会社・団体の宿泊所,52.9
従業者10人以上,2014,千葉県,全体,76.6
従業者10人以上,2014,千葉県,旅館,51.0
従業者10人以上,2014,和歌山県,シティホテル,64.3
従業者10人以上,2014,和歌山県,ビジネスホテル,58.5
従業者10人以上,2014,和歌山県,リゾートホテル,51.7
従業者10人以上,2014,和歌山県,会社・団体の宿泊所,47.5
従業者10人以上,2014,和歌山県,全体,53.7
従業者10人以上,2014,和歌山県,旅館,52.5
従業者10人以上,2014,埼玉県,シティホテル,79.5
従業者10人以上,2014,埼玉県,ビジネスホテル,77.5
従業者10人以上,2014,埼玉県,リゾートホテル,33.1
従業者10人以上,2014,埼玉県,全体,72.9
従業者10人以上,2014,埼玉県,旅館,44.5
従業者10人以上,2014,大分県,シティホテル,70.5
従業者10人以上,2014,大分県,ビジネスホテル,68.5
従業者10人以上,2014,大分県,リゾートホテル,60.8
従業者10人以上,2014,大分県,会社・団体の宿泊所,33.3
従業者10人以上,2014,大分県,全体,63.1
従業者10人以上,2014,大分県,旅館,52.8
従業者10人以上,2014,大阪府,シティホテル,85.8
従業者10人以上,2014,大阪府,ビジネスホテル,84.1
従業者10人以上,2014,大阪府,リゾートホテル,85.8
従業者10人以上,2014,大阪府,会社・団体の宿泊所,30.4
従業者10人以上,2014,大阪府,全体,83.6
従業者10人以上,2014,大阪府,旅館,60.1
従業者10人以上,2014,奈良県,シティホテル,75.6
従業者10人以上,2014,奈良県,ビジネスホテル,65.5
従業者10人以上,2014,奈良県,リゾートホテル,53.5
従業者10人以上,2014,奈良県,全体,55.0
従業者10人以上,2014,奈良県,旅館,36.8
従業者10人以上,2014,宮城県,シティホテル,71.7
従業者10人以上,2014,宮城県,ビジネスホテル,77.6
従業者10人以上,2014,宮城県,リゾートホテル,44.4
従業者10人以上,2014,宮城県,会社・団体の宿泊所,32.9
従業者10人以上,2014,宮城県,全体,65.4
従業者10人以上,2014,宮城県,旅館,52.4
従業者10人以上,2014,宮崎県,シティホテル,66.5
従業者10人以上,2014,宮崎県,ビジネスホテル,64.7
従業者10人以上,2014,宮崎県,リゾートホテル,35.1
従業者10人以上,2014,宮崎県,全体,55.8
従業者10人以上,2014,宮崎県,旅館,45.3
従業者10人以上,2014,富山県,シティホテル,71.8
従業者10人以上,2014,富山県,ビジネスホテル,67.7
従業者10人以上,2014,富山県,リゾートホテル,38.9
従業者10人以上,2014,富山県,会社・団体の宿泊所,50.0
従業者10人以上,2014,富山県,全体,57.0
従業者10人以上,2014,富山県,旅館,41.3
従業者10人以上,2014,山口県,シティホテル,62.3
従業者10人以上,2014,山口県,ビジネスホテル,69.0
従業者10人以上,2014,山口県,リゾートホテル,52.0
従業者10人以上,2014,山口県,会社・団体の宿泊所,21.8
従業者10人以上,2014,山口県,全体,62.6
従業者10人以上,2014,山口県,旅館,52.3
従業者10人以上,2014,山形県,シティホテル,64.0
従業者10人以上,2014,山形県,ビジネスホテル,72.5
従業者10人以上,2014,山形県,リゾートホテル,38.6
従業者10人以上,2014,山形県,会社・団体の宿泊所,39.9
従業者10人以上,2014,山形県,全体,59.4
従業者10人以上,2014,山形県,旅館,47.9
従業者10人以上,2014,山梨県,シティホテル,65.0
従業者10人以上,2014,山梨県,ビジネスホテル,72.9
従業者10人以上,2014,山梨県,リゾートホテル,59.3
従業者10人以上,2014,山梨県,会社・団体の宿泊所,63.4
従業者10人以上,2014,山梨県,全体,62.6
従業者10人以上,2014,山梨県,旅館,57.8
従業者10人以上,2014,岐阜県,シティホテル,65.8
従業者10人以上,2014,岐阜県,ビジネスホテル,69.5
従業者10人以上,2014,岐阜県,リゾートホテル,53.2
従業者10人以上,2014,岐阜県,会社・団体の宿泊所,23.8
従業者10人以上,2014,岐阜県,全体,59.3
従業者10人以上,2014,岐阜県,旅館,53.6
従業者10人以上,2014,岡山県,シティホテル,64.7
従業者10人以上,2014,岡山県,ビジネスホテル,74.0
従業者10人以上,2014,岡山県,リゾートホテル,44.0
従業者10人以上,2014,岡山県,会社・団体の宿泊所,27.7
従業者10人以上,2014,岡山県,全体,66.8
従業者10人以上,2014,岡山県,旅館,52.0
従業者10人以上,2014,岩手県,シティホテル,64.5
従業者10人以上,2014,岩手県,ビジネスホテル,71.9
従業者10人以上,2014,岩手県,リゾートホテル,39.7
従業者10人以上,2014,岩手県,会社・団体の宿泊所,66.8
従業者10人以上,2014,岩手県,全体,58.5
従業者10人以上,2014,岩手県,旅館,54.5
従業者10人以上,2014,島根県,シティホテル,64.7
従業者10人以上,2014,島根県,ビジネスホテル,77.5
従業者10人以上,2014,島根県,リゾートホテル,36.8
従業者10人以上,2014,島根県,会社・団体の宿泊所,52.9
従業者10人以上,2014,島根県,全体,69.4
従業者10人以上,2014,島根県,旅館,57.3
従業者10人以上,2014,広島県,シティホテル,79.5
従業者10人以上,2014,広島県,ビジネスホテル,76.8
従業者10人以上,2014,広島県,リゾートホテル,56.3
従業者10人以上,2014,広島県,会社・団体の宿泊所,29.4
従業者10人以上,2014,広島県,全体,71.2
従業者10人以上,2014,広島県,旅館,51.4
従業者10人以上,2014,徳島県,シティホテル,65.9
従業者10人以上,2014,徳島県,ビジネスホテル,76.7
従業者10人以上,2014,徳島県,リゾートホテル,49.9
従業者10人以上,2014,徳島県,会社・団体の宿泊所,28.2
従業者10人以上,2014,徳島県,全体,63.7
従業者10人以上,2014,徳島県,旅館,43.7
従業者10人以上,2014,愛媛県,シティホテル,67.8
従業者10人以上,2014,愛媛県,ビジネスホテル,71.0
従業者10人以上,2014,愛媛県,リゾートホテル,41.9
従業者10人以上,2014,愛媛県,会社・団体の宿泊所,51.0
従業者10人以上,2014,愛媛県,全体,66.7
従業者10人以上,2014,愛媛県,旅館,58.7
従業者10人以上,2014,愛知県,シティホテル,80.9
従業者10人以上,2014,愛知県,ビジネスホテル,75.4
従業者10人以上,2014,愛知県,リゾートホテル,50.4
従業者10人以上,2014,愛知県,会社・団体の宿泊所,40.9
従業者10人以上,2014,愛知県,全体,71.8
従業者10人以上,2014,愛知県,旅館,45.4
従業者10人以上,2014,新潟県,シティホテル,65.2
従業者10人以上,2014,新潟県,ビジネスホテル,68.0
従業者10人以上,2014,新潟県,リゾートホテル,30.1
従業者10人以上,2014,新潟県,会社・団体の宿泊所,29.9
従業者10人以上,2014,新潟県,全体,55.5
従業者10人以上,2014,新潟県,旅館,44.5
従業者10人以上,2014,東京都,シティホテル,83.2
従業者10人以上,2014,東京都,ビジネスホテル,85.1
従業者10人以上,2014,東京都,リゾートホテル,74.3
従業者10人以上,2014,東京都,会社・団体の宿泊所,63.0
従業者10人以上,2014,東京都,全体,82.9
従業者10人以上,2014,東京都,旅館,64.3
従業者10人以上,2014,栃木県,シティホテル,59.1
従業者10人以上,2014,栃木県,ビジネスホテル,73.8
従業者10人以上,2014,栃木県,リゾートホテル,55.8
従業者10人以上,2014,栃木県,会社・団体の宿泊所,46.2
従業者10人以上,2014,栃木県,全体,60.6
従業者10人以上,2014,栃木県,旅館,49.1
従業者10人以上,2014,沖縄県,シティホテル,77.7
従業者10人以上,2014,沖縄県,ビジネスホテル,77.2
従業者10人以上,2014,沖縄県,リゾートホテル,75.0
従業者10人以上,2014,沖縄県,会社・団体の宿泊所,47.6
従業者10人以上,2014,沖縄県,全体,75.6
従業者10人以上,2014,滋賀県,シティホテル,72.0
従業者10人以上,2014,滋賀県,ビジネスホテル,68.2
従業者10人以上,2014,滋賀県,リゾートホテル,57.0
従業者10人以上,2014,滋賀県,会社・団体の宿泊所,30.8
従業者10人以上,2014,滋賀県,全体,61.5
従業者10人以上,2014,滋賀県,旅館,49.4
従業者10人以上,2014,熊本県,シティホテル,71.3
従業者10人以上,2014,熊本県,ビジネスホテル,67.1
従業者10人以上,2014,熊本県,リゾートホテル,59.6
従業者10人以上,2014,熊本県,会社・団体の宿泊所,26.8
従業者10人以上,2014,熊本県,全体,61.9
従業者10人以上,2014,熊本県,旅館,48.8
従業者10人以上,2014,石川県,シティホテル,71.2
従業者10人以上,2014,石川県,ビジネスホテル,69.9
従業者10人以上,2014,石川県,リゾートホテル,50.0
従業者10人以上,2014,石川県,会社・団体の宿泊所,40.2
従業者10人以上,2014,石川県,全体,63.5
従業者10人以上,2014,石川県,旅館,54.6
従業者10人以上,2014,神奈川県,シティホテル,82.1
従業者10人以上,2014,神奈川県,ビジネスホテル,81.1
従業者10人以上,2014,神奈川県,リゾートホテル,67.4
従業者10人以上,2014,神奈川県,会社・団体の宿泊所,55.0
従業者10人以上,2014,神奈川県,全体,77.0
従業者10人以上,2014,神奈川県,旅館,65.6
従業者10人以上,2014,福井県,シティホテル,50.1
従業者10人以上,2014,福井県,ビジネスホテル,71.2
従業者10人以上,2014,福井県,リゾートホテル,50.6
従業者10人以上,2014,福井県,会社・団体の宿泊所,62.5
従業者10人以上,2014,福井県,全体,59.7
従業者10人以上,2014,福井県,旅館,48.1
従業者10人以上,2014,福岡県,シティホテル,78.7
従業者10人以上,2014,福岡県,ビジネスホテル,75.1
従業者10人以上,2014,福岡県,リゾートホテル,60.7
従業者10人以上,2014,福岡県,会社・団体の宿泊所,40.8
従業者10人以上,2014,福岡県,全体,71.8
従業者10人以上,2014,福岡県,旅館,38.2
従業者10人以上,2014,福島県,シティホテル,78.4
従業者10人以上,2014,福島県,ビジネスホテル,79.0
従業者10人以上,2014,福島県,リゾートホテル,41.6
従業者10人以上,2014,福島県,会社・団体の宿泊所,35.0
従業者10人以上,2014,福島県,全体,61.9
従業者10人以上,2014,福島県,旅館,46.1
従業者10人以上,2014,秋田県,シティホテル,61.9
従業者10人以上,2014,秋田県,ビジネスホテル,63.7
従業者10人以上,2014,秋田県,リゾートホテル,41.4
従業者10人以上,2014,秋田県,会社・団体の宿泊所,44.7
従業者10人以上,2014,秋田県,全体,55.9
従業者10人以上,2014,秋田県,旅館,46.7
従業者10人以上,2014,群馬県,シティホテル,69.4
従業者10人以上,2014,群馬県,ビジネスホテル,70.8
従業者10人以上,2014,群馬県,リゾートホテル,45.4
従業者10人以上,2014,群馬県,会社・団体の宿泊所,34.6
従業者10人以上,2014,群馬県,全体,60.9
従業者10人以上,2014,群馬県,旅館,56.3
従業者10人以上,2014,茨城県,シティホテル,68.0
従業者10人以上,2014,茨城県,ビジネスホテル,67.3
従業者10人以上,2014,茨城県,リゾートホテル,59.9
従業者10人以上,2014,茨城県,会社・団体の宿泊所,56.3
従業者10人以上,2014,茨城県,全体,63.2
従業者10人以上,2014,茨城県,旅館,43.3
従業者10人以上,2014,長崎県,シティホテル,69.7
従業者10人以上,2014,長崎県,ビジネスホテル,75.4
従業者10人以上,2014,長崎県,リゾートホテル,57.2
従業者10人以上,2014,長崎県,会社・団体の宿泊所,42.1
従業者10人以上,2014,長崎県,全体,66.2
従業者10人以上,2014,長崎県,旅館,51.0
従業者10人以上,2014,長野県,シティホテル,70.3
従業者10人以上,2014,長野県,ビジネスホテル,70.4
従業者10人以上,2014,長野県,リゾートホテル,43.0
従業者10人以上,2014,長野県,会社・団体の宿泊所,29.6
従業者10人以上,2014,長野県,全体,53.2
従業者10人以上,2014,長野県,旅館,43.4
従業者10人以上,2014,青森県,シティホテル,53.5
従業者10人以上,2014,青森県,ビジネスホテル,63.1
従業者10人以上,2014,青森県,リゾートホテル,42.0
従業者10人以上,2014,青森県,全体,57.9
従業者10人以上,2014,青森県,旅館,51.1
従業者10人以上,2014,静岡県,シティホテル,70.7
従業者10人以上,2014,静岡県,ビジネスホテル,68.4
従業者10人以上,2014,静岡県,リゾートホテル,51.9
従業者10人以上,2014,静岡県,会社・団体の宿泊所,39.7
従業者10人以上,2014,静岡県,全体,60.8
従業者10人以上,2014,静岡県,旅館,57.5
従業者10人以上,2014,香川県,シティホテル,59.6
従業者10人以上,2014,香川県,ビジネスホテル,69.2
従業者10人以上,2014,香川県,リゾートホテル,59.0
従業者10人以上,2014,香川県,会社・団体の宿泊所,36.5
従業者10人以上,2014,香川県,全体,61.2
従業者10人以上,2014,香川県,旅館,53.6
従業者10人以上,2014,高知県,シティホテル,58.9
従業者10人以上,2014,高知県,ビジネスホテル,65.7
従業者10人以上,2014,高知県,リゾートホテル,46.4
従業者10人以上,2014,高知県,全体,58.9
従業者10人以上,2014,高知県,旅館,46.4
従業者10人以上,2014,鳥取県,シティホテル,72.9
従業者10人以上,2014,鳥取県,ビジネスホテル,70.9
従業者10人以上,2014,鳥取県,リゾートホテル,52.5
従業者10人以上,2014,鳥取県,全体,59.7
従業者10人以上,2014,鳥取県,旅館,46.1
従業者10人以上,2014,鹿児島県,シティホテル,64.8
従業者10人以上,2014,鹿児島県,ビジネスホテル,69.4
従業者10人以上,2014,鹿児島県,リゾートホテル,42.4
従業者10人以上,2014,鹿児島県,会社・団体の宿泊所,49.7
従業者10人以上,2014,鹿児島県,全体,62.1
従業者10人以上,2014,鹿児島県,旅館,54.4
従業者10人以上,2015,三重県,シティホテル,74.3
従業者10人以上,2015,三重県,ビジネスホテル,67.9
従業者10人以上,2015,三重県,リゾートホテル,48.3
従業者10人以上,2015,三重県,会社・団体の宿泊所,36.1
従業者10人以上,2015,三重県,全体,61.6
従業者10人以上,2015,三重県,旅館,54.3
従業者10人以上,2015,三重県,簡易宿所,24.2
従業者10人以上,2015,京都府,シティホテル,85.7
従業者10人以上,2015,京都府,ビジネスホテル,85.5
従業者10人以上,2015,京都府,リゾートホテル,57.2
従業者10人以上,2015,京都府,会社・団体の宿泊所,68.4
従業者10人以上,2015,京都府,全体,79.7
従業者10人以上,2015,京都府,旅館,59.6
従業者10人以上,2015,京都府,簡易宿所,55.8
従業者10人以上,2015,佐賀県,シティホテル,56.2
従業者10人以上,2015,佐賀県,ビジネスホテル,70.3
従業者10人以上,2015,佐賀県,リゾートホテル,65.6
従業者10人以上,2015,佐賀県,会社・団体の宿泊所,8.7
従業者10人以上,2015,佐賀県,全体,63.1
従業者10人以上,2015,佐賀県,旅館,51.9
従業者10人以上,2015,佐賀県,簡易宿所,16.6
従業者10人以上,2015,全国,シティホテル,79.4
従業者10人以上,2015,全国,ビジネスホテル,77.2
従業者10人以上,2015,全国,リゾートホテル,59.3
従業者10人以上,2015,全国,会社・団体の宿泊所,42.5
従業者10人以上,2015,全国,全体,71.4
従業者10人以上,2015,全国,旅館,54.9
従業者10人以上,2015,全国,簡易宿所,48.5
従業者10人以上,2015,兵庫県,シティホテル,80.2
従業者10人以上,2015,兵庫県,ビジネスホテル,81.5
従業者10人以上,2015,兵庫県,リゾートホテル,60.0
従業者10人以上,2015,兵庫県,会社・団体の宿泊所,36.2
従業者10人以上,2015,兵庫県,全体,71.6
従業者10人以上,2015,兵庫県,旅館,59.8
従業者10人以上,2015,兵庫県,簡易宿所,24.5
従業者10人以上,2015,北海道,シティホテル,77.5
従業者10人以上,2015,北海道,ビジネスホテル,76.3
従業者10人以上,2015,北海道,リゾートホテル,51.1
従業者10人以上,2015,北海道,会社・団体の宿泊所,54.6
従業者10人以上,2015,北海道,全体,70.4
従業者10人以上,2015,北海道,旅館,62.0
従業者10人以上,2015,北海道,簡易宿所,54.3
従業者10人以上,2015,千葉県,シティホテル,81.9
従業者10人以上,2015,千葉県,ビジネスホテル,75.0
従業者10人以上,2015,千葉県,リゾートホテル,85.0
従業者10人以上,2015,千葉県,会社・団体の宿泊所,52.1
従業者10人以上,2015,千葉県,全体,79.3
従業者10人以上,2015,千葉県,旅館,55.6
従業者10人以上,2015,千葉県,簡易宿所,58.3
従業者10人以上,2015,和歌山県,シティホテル,71.8
従業者10人以上,2015,和歌山県,ビジネスホテル,70.6
従業者10人以上,2015,和歌山県,リゾートホテル,54.7
従業者10人以上,2015,和歌山県,会社・団体の宿泊所,60.9
従業者10人以上,2015,和歌山県,全体,60.4
従業者10人以上,2015,和歌山県,旅館,54.8
従業者10人以上,2015,和歌山県,簡易宿所,39.4
従業者10人以上,2015,埼玉県,シティホテル,79.6
従業者10人以上,2015,埼玉県,ビジネスホテル,78.5
従業者10人以上,2015,埼玉県,リゾートホテル,35.6
従業者10人以上,2015,埼玉県,全体,75.3
従業者10人以上,2015,埼玉県,旅館,47.6
従業者10人以上,2015,埼玉県,簡易宿所,25.1
従業者10人以上,2015,大分県,シティホテル,67.0
従業者10人以上,2015,大分県,ビジネスホテル,68.8
従業者10人以上,2015,大分県,リゾートホテル,62.0
従業者10人以上,2015,大分県,会社・団体の宿泊所,31.9
従業者10人以上,2015,大分県,全体,64.4
従業者10人以上,2015,大分県,旅館,54.0
従業者10人以上,2015,大分県,簡易宿所,7.7
従業者10人以上,2015,大阪府,シティホテル,86.8
従業者10人以上,2015,大阪府,ビジネスホテル,87.0
従業者10人以上,2015,大阪府,リゾートホテル,91.1
従業者10人以上,2015,大阪府,会社・団体の宿泊所,54.2
従業者10人以上,2015,大阪府,全体,87.1
従業者10人以上,2015,大阪府,旅館,67.0
従業者10人以上,2015,大阪府,簡易宿所,76.1
従業者10人以上,2015,奈良県,シティホテル,77.5
従業者10人以上,2015,奈良県,ビジネスホテル,72.2
従業者10人以上,2015,奈良県,リゾートホテル,73.4
従業者10人以上,2015,奈良県,全体,63.9
従業者10人以上,2015,奈良県,旅館,45.6
従業者10人以上,2015,奈良県,簡易宿所,31.5
従業者10人以上,2015,宮城県,シティホテル,69.9
従業者10人以上,2015,宮城県,ビジネスホテル,75.0
従業者10人以上,2015,宮城県,リゾートホテル,41.1
従業者10人以上,2015,宮城県,会社・団体の宿泊所,30.5
従業者10人以上,2015,宮城県,全体,66.3
従業者10人以上,2015,宮城県,旅館,56.9
従業者10人以上,2015,宮城県,簡易宿所,39.3
従業者10人以上,2015,宮崎県,シティホテル,64.7
従業者10人以上,2015,宮崎県,ビジネスホテル,68.0
従業者10人以上,2015,宮崎県,リゾートホテル,43.4
従業者10人以上,2015,宮崎県,全体,61.6
従業者10人以上,2015,宮崎県,旅館,46.2
従業者10人以上,2015,宮崎県,簡易宿所,34.8
従業者10人以上,2015,富山県,シティホテル,70.6
従業者10人以上,2015,富山県,ビジネスホテル,75.1
従業者10人以上,2015,富山県,リゾートホテル,51.9
従業者10人以上,2015,富山県,会社・団体の宿泊所,39.6
従業者10人以上,2015,富山県,全体,64.6
従業者10人以上,2015,富山県,旅館,45.9
従業者10人以上,2015,富山県,簡易宿所,31.5
従業者10人以上,2015,山口県,シティホテル,65.1
従業者10人以上,2015,山口県,ビジネスホテル,67.8
従業者10人以上,2015,山口県,リゾートホテル,52.3
従業者10人以上,2015,山口県,会社・団体の宿泊所,17.1
従業者10人以上,2015,山口県,全体,64.2
従業者10人以上,2015,山口県,旅館,55.4
従業者10人以上,2015,山口県,簡易宿所,33.5
従業者10人以上,2015,山形県,シティホテル,63.5
従業者10人以上,2015,山形県,ビジネスホテル,69.5
従業者10人以上,2015,山形県,リゾートホテル,34.6
従業者10人以上,2015,山形県,会社・団体の宿泊所,42.6
従業者10人以上,2015,山形県,全体,58.8
従業者10人以上,2015,山形県,旅館,47.5
従業者10人以上,2015,山形県,簡易宿所,11.2
従業者10人以上,2015,山梨県,シティホテル,62.4
従業者10人以上,2015,山梨県,ビジネスホテル,72.7
従業者10人以上,2015,山梨県,リゾートホテル,59.2
従業者10人以上,2015,山梨県,会社・団体の宿泊所,64.1
従業者10人以上,2015,山梨県,全体,65.1
従業者10人以上,2015,山梨県,旅館,62.3
従業者10人以上,2015,山梨県,簡易宿所,30.7
従業者10人以上,2015,岐阜県,シティホテル,72.3
従業者10人以上,2015,岐阜県,ビジネスホテル,74.3
従業者10人以上,2015,岐阜県,リゾートホテル,55.5
従業者10人以上,2015,岐阜県,会社・団体の宿泊所,29.0
従業者10人以上,2015,岐阜県,全体,62.9
従業者10人以上,2015,岐阜県,旅館,55.7
従業者10人以上,2015,岐阜県,簡易宿所,26.6
従業者10人以上,2015,岡山県,シティホテル,66.1
従業者10人以上,2015,岡山県,ビジネスホテル,73.3
従業者10人以上,2015,岡山県,リゾートホテル,49.6
従業者10人以上,2015,岡山県,会社・団体の宿泊所,25.1
従業者10人以上,2015,岡山県,全体,68.4
従業者10人以上,2015,岡山県,旅館,54.3
従業者10人以上,2015,岡山県,簡易宿所,43.9
従業者10人以上,2015,岩手県,シティホテル,65.5
従業者10人以上,2015,岩手県,ビジネスホテル,71.5
従業者10人以上,2015,岩手県,リゾートホテル,41.8
従業者10人以上,2015,岩手県,会社・団体の宿泊所,58.8
従業者10人以上,2015,岩手県,全体,60.2
従業者10人以上,2015,岩手県,旅館,53.3
従業者10人以上,2015,岩手県,簡易宿所,35.2
従業者10人以上,2015,島根県,シティホテル,68.9
従業者10人以上,2015,島根県,ビジネスホテル,75.8
従業者10人以上,2015,島根県,リゾートホテル,44.1
従業者10人以上,2015,島根県,会社・団体の宿泊所,58.4
従業者10人以上,2015,島根県,全体,69.6
従業者10人以上,2015,島根県,旅館,57.9
従業者10人以上,2015,島根県,簡易宿所,28.4
従業者10人以上,2015,広島県,シティホテル,79.1
従業者10人以上,2015,広島県,ビジネスホテル,79.6
従業者10人以上,2015,広島県,リゾートホテル,59.2
従業者10人以上,2015,広島県,会社・団体の宿泊所,19.3
従業者10人以上,2015,広島県,全体,73.6
従業者10人以上,2015,広島県,旅館,52.4
従業者10人以上,2015,広島県,簡易宿所,43.5
従業者10人以上,2015,徳島県,シティホテル,62.3
